,0
2499,negative
2500,positive
2501,negative
2502,positive
2503,negative
2504,positive
2505,negative
2506,positive
2507,negative
2508,positive
2509,negative
2510,positive
2511,negative
2512,positive
2513,negative
2514,positive
2515,negative
2516,positive
2517,negative
2518,positive
2519,negative
2520,positive
2521,negative
2522,positive
2523,negative
2524,positive
2525,negative
2526,positive
2527,negative
2528,positive
2529,negative
2530,positive
2531,negative
2532,positive
2533,negative
2534,positive
2535,negative
2536,positive
2537,negative
2538,positive
2539,negative
2540,positive
2541,negative
2542,positive
2543,negative
2544,positive
2545,negative
2546,positive
2547,negative
2548,positive
2549,negative
2550,positive
2551,negative
2552,positive
2553,negative
2554,positive
2555,negative
2556,positive
2557,negative
2558,positive
2559,negative
2560,positive
2561,negative
2562,positive
2563,negative
2564,positive
2565,negative
2566,positive
2567,negative
2568,positive
2569,negative
2570,positive
2571,negative
2572,positive
2573,negative
2574,positive
2575,negative
2576,positive
2577,negative
2578,positive
2579,negative
2580,positive
2581,negative
2582,positive
2583,negative
2584,positive
2585,negative
2586,positive
2587,negative
2588,positive
2589,negative
2590,positive
2591,negative
2592,positive
2593,negative
2594,positive
2595,negative
2596,positive
2597,negative
2598,positive
2599,negative
2600,positive
2601,negative
2602,positive
2603,negative
2604,positive
2605,negative
2606,positive
2607,negative
2608,positive
2609,negative
2610,positive
2611,negative
2612,positive
2613,negative
2614,positive
2615,negative
2616,positive
2617,negative
2618,positive
2619,negative
2620,positive
2621,negative
2622,positive
2623,negative
2624,positive
2625,negative
2626,positive
2627,negative
2628,positive
2629,negative
2630,positive
2631,negative
2632,positive
2633,negative
2634,positive
2635,negative
2636,positive
2637,negative
2638,positive
2639,negative
2640,positive
2641,negative
2642,positive
2643,negative
2644,positive
2645,negative
2646,positive
2647,negative
2648,positive
2649,negative
2650,positive
2651,negative
2652,positive
2653,negative
2654,positive
2655,negative
2656,positive
2657,negative
2658,positive
2659,negative
2660,positive
2661,negative
2662,positive
2663,negative
2664,positive
2665,negative
2666,positive
2667,negative
2668,positive
2669,negative
2670,positive
2671,negative
2672,positive
2673,negative
2674,positive
2675,negative
2676,positive
2677,negative
2678,positive
2679,negative
2680,positive
2681,negative
2682,positive
2683,negative
2684,positive
2685,negative
2686,positive
2687,negative
2688,positive
2689,negative
2690,positive
2691,negative
2692,positive
2693,negative
2694,positive
2695,negative
2696,positive
2697,negative
2698,positive
2699,negative
2700,positive
2701,negative
2702,positive
2703,negative
2704,positive
2705,negative
2706,positive
2707,negative
2708,positive
2709,negative
2710,positive
2711,negative
2712,positive
2713,negative
2714,positive
2715,negative
2716,positive
2717,negative
2718,positive
2719,negative
2720,positive
2721,negative
2722,positive
2723,negative
2724,positive
2725,negative
2726,positive
2727,negative
2728,positive
2729,negative
2730,positive
2731,negative
2732,positive
2733,negative
2734,positive
2735,negative
2736,positive
2737,negative
2738,positive
2739,negative
2740,positive
2741,negative
2742,positive
2743,negative
2744,positive
2745,negative
2746,positive
2747,negative
2748,positive
2749,negative
2750,positive
2751,negative
2752,positive
2753,negative
2754,positive
2755,negative
2756,positive
2757,negative
2758,positive
2759,negative
2760,positive
2761,negative
2762,positive
2763,negative
2764,positive
2765,negative
2766,positive
2767,negative
2768,positive
2769,negative
2770,positive
2771,negative
2772,positive
2773,negative
2774,positive
2775,negative
2776,positive
2777,negative
2778,positive
2779,negative
2780,positive
2781,negative
2782,positive
2783,negative
2784,positive
2785,negative
2786,positive
2787,negative
2788,positive
2789,negative
2790,positive
2791,negative
2792,positive
2793,negative
2794,positive
2795,negative
2796,positive
2797,negative
2798,positive
2799,negative
2800,positive
2801,negative
2802,positive
2803,negative
2804,positive
2805,negative
2806,positive
2807,negative
2808,positive
2809,negative
2810,positive
2811,negative
2812,positive
2813,negative
2814,positive
2815,negative
2816,positive
2817,negative
2818,positive
2819,negative
2820,positive
2821,negative
2822,positive
2823,negative
2824,positive
2825,negative
2826,positive
2827,negative
2828,positive
2829,negative
2830,positive
2831,negative
2832,positive
2833,negative
2834,positive
2835,negative
2836,positive
2837,negative
2838,positive
2839,negative
2840,positive
2841,negative
2842,positive
2843,negative
2844,positive
2845,negative
2846,positive
2847,negative
2848,positive
2849,negative
2850,positive
2851,negative
2852,positive
2853,negative
2854,positive
2855,negative
2856,positive
2857,negative
2858,positive
2859,negative
2860,positive
2861,negative
2862,positive
2863,negative
2864,positive
2865,negative
2866,positive
2867,negative
2868,positive
2869,negative
2870,positive
2871,negative
2872,positive
2873,negative
2874,positive
2875,negative
2876,positive
2877,negative
2878,positive
2879,negative
2880,positive
2881,negative
2882,positive
2883,negative
2884,positive
2885,negative
2886,positive
2887,negative
2888,positive
2889,negative
2890,positive
2891,negative
2892,positive
2893,negative
2894,positive
2895,negative
2896,positive
2897,negative
2898,positive
2899,negative
2900,positive
2901,negative
2902,positive
2903,negative
2904,positive
2905,negative
2906,positive
2907,negative
2908,positive
2909,negative
2910,positive
2911,negative
2912,positive
2913,negative
2914,positive
2915,negative
2916,positive
2917,negative
2918,positive
2919,negative
2920,positive
2921,negative
2922,positive
2923,negative
2924,positive
2925,negative
2926,positive
2927,negative
2928,positive
2929,negative
2930,positive
2931,negative
2932,positive
2933,negative
2934,positive
2935,negative
2936,positive
2937,negative
2938,positive
2939,negative
2940,positive
2941,negative
2942,positive
2943,negative
2944,positive
2945,negative
2946,positive
2947,negative
2948,positive
2949,negative
2950,positive
2951,negative
2952,positive
2953,negative
2954,positive
2955,negative
2956,positive
2957,negative
2958,positive
2959,negative
2960,positive
2961,negative
2962,positive
2963,negative
2964,positive
2965,negative
2966,positive
2967,negative
2968,positive
2969,negative
2970,positive
2971,negative
2972,positive
2973,negative
2974,positive
2975,negative
2976,positive
2977,negative
2978,positive
2979,negative
2980,positive
2981,negative
2982,positive
2983,negative
2984,positive
2985,negative
2986,positive
2987,negative
2988,positive
2989,negative
2990,positive
2991,negative
2992,positive
2993,negative
2994,positive
2995,negative
2996,positive
2997,negative
2998,positive
2999,negative
3000,positive
3001,negative
3002,positive
3003,negative
3004,positive
3005,negative
3006,positive
3007,negative
3008,positive
3009,negative
3010,positive
3011,negative
3012,positive
3013,negative
3014,positive
3015,negative
3016,positive
3017,negative
3018,positive
3019,negative
3020,positive
3021,negative
3022,positive
3023,negative
3024,positive
3025,negative
3026,positive
3027,negative
3028,positive
3029,negative
3030,positive
3031,negative
3032,positive
3033,negative
3034,positive
3035,negative
3036,positive
3037,negative
3038,positive
3039,negative
3040,positive
3041,negative
3042,positive
3043,negative
3044,positive
3045,negative
3046,positive
3047,negative
3048,positive
3049,negative
3050,positive
3051,negative
3052,positive
3053,negative
3054,positive
3055,negative
3056,positive
3057,negative
3058,positive
3059,negative
3060,positive
3061,negative
3062,positive
3063,negative
3064,positive
3065,negative
3066,positive
3067,negative
3068,positive
3069,negative
3070,positive
3071,negative
3072,positive
3073,negative
3074,positive
3075,negative
3076,positive
3077,negative
3078,positive
3079,negative
3080,positive
3081,negative
3082,positive
3083,negative
3084,positive
3085,negative
3086,positive
3087,negative
3088,positive
3089,negative
3090,positive
3091,negative
3092,positive
3093,negative
3094,positive
3095,negative
3096,positive
3097,negative
3098,positive
3099,negative
3100,positive
3101,negative
3102,positive
3103,negative
3104,positive
3105,negative
3106,positive
3107,negative
3108,positive
3109,negative
3110,positive
3111,negative
3112,positive
3113,negative
3114,positive
3115,negative
3116,positive
3117,negative
3118,positive
3119,negative
3120,positive
3121,negative
3122,positive
3123,negative
3124,positive
3125,negative
3126,positive
3127,negative
3128,positive
3129,negative
3130,positive
3131,negative
3132,positive
3133,negative
3134,positive
3135,negative
3136,positive
3137,negative
3138,positive
3139,negative
3140,positive
3141,negative
3142,positive
3143,negative
3144,positive
3145,negative
3146,positive
3147,negative
3148,positive
3149,negative
3150,positive
3151,negative
3152,positive
3153,negative
3154,positive
3155,negative
3156,positive
3157,negative
3158,positive
3159,negative
3160,positive
3161,negative
3162,positive
3163,negative
3164,positive
3165,negative
3166,positive
3167,negative
3168,positive
3169,negative
3170,positive
3171,negative
3172,positive
3173,negative
3174,positive
3175,negative
3176,positive
3177,negative
3178,positive
3179,negative
3180,positive
3181,negative
3182,positive
3183,negative
3184,positive
3185,negative
3186,positive
3187,negative
3188,positive
3189,negative
3190,positive
3191,negative
3192,positive
3193,negative
3194,positive
3195,negative
3196,positive
3197,negative
3198,positive
3199,negative
3200,positive
3201,negative
3202,positive
3203,negative
3204,positive
3205,negative
3206,positive
3207,negative
3208,positive
3209,negative
3210,positive
3211,negative
3212,positive
3213,negative
3214,positive
3215,negative
3216,positive
3217,negative
3218,positive
3219,negative
3220,positive
3221,negative
3222,positive
3223,negative
3224,positive
3225,negative
3226,positive
3227,negative
3228,positive
3229,negative
3230,positive
3231,negative
3232,positive
3233,negative
3234,positive
3235,negative
3236,positive
3237,negative
3238,positive
3239,negative
3240,positive
3241,negative
3242,positive
3243,negative
3244,positive
3245,negative
3246,positive
3247,negative
3248,positive
3249,negative
3250,positive
3251,negative
3252,positive
3253,negative
3254,positive
3255,negative
3256,positive
3257,negative
3258,positive
3259,negative
3260,positive
3261,negative
3262,positive
3263,negative
3264,positive
3265,negative
3266,positive
3267,negative
3268,positive
3269,negative
3270,positive
3271,negative
3272,positive
3273,negative
3274,positive
3275,negative
3276,positive
3277,negative
3278,positive
3279,negative
3280,positive
3281,negative
3282,positive
3283,negative
3284,positive
3285,negative
3286,positive
3287,negative
3288,positive
3289,negative
3290,positive
3291,negative
3292,positive
3293,negative
3294,positive
3295,negative
3296,positive
3297,negative
3298,positive
3299,negative
3300,positive
3301,negative
3302,positive
3303,negative
3304,positive
3305,negative
3306,positive
3307,negative
3308,positive
3309,negative
3310,positive
3311,negative
3312,positive
3313,negative
3314,positive
3315,negative
3316,positive
3317,negative
3318,positive
3319,negative
3320,positive
3321,negative
3322,positive
3323,negative
3324,positive
3325,negative
3326,positive
3327,negative
3328,positive
3329,negative
3330,positive
3331,negative
3332,positive
3333,negative
3334,positive
3335,negative
3336,positive
3337,negative
3338,positive
3339,negative
3340,positive
3341,negative
3342,positive
3343,negative
3344,positive
3345,negative
3346,positive
3347,negative
3348,positive
3349,negative
3350,positive
3351,negative
3352,positive
3353,negative
3354,positive
3355,negative
3356,positive
3357,negative
3358,positive
3359,negative
3360,positive
3361,negative
3362,positive
3363,negative
3364,positive
3365,negative
3366,positive
3367,negative
3368,positive
3369,negative
3370,positive
3371,negative
3372,positive
3373,negative
3374,positive
3375,negative
3376,positive
3377,negative
3378,positive
3379,negative
3380,positive
3381,negative
3382,positive
3383,negative
3384,positive
3385,negative
3386,positive
3387,negative
3388,positive
3389,negative
3390,positive
3391,negative
3392,positive
3393,negative
3394,positive
3395,negative
3396,positive
3397,negative
3398,positive
3399,negative
3400,positive
3401,negative
3402,positive
3403,negative
3404,positive
3405,negative
3406,positive
3407,negative
3408,positive
3409,negative
3410,positive
3411,negative
3412,positive
3413,negative
3414,positive
3415,negative
3416,positive
3417,negative
3418,positive
3419,negative
3420,positive
3421,negative
3422,positive
3423,negative
3424,positive
3425,negative
3426,positive
3427,negative
3428,positive
3429,negative
3430,positive
3431,negative
3432,positive
3433,negative
3434,positive
3435,negative
3436,positive
3437,negative
3438,positive
3439,negative
3440,positive
3441,negative
3442,positive
3443,negative
3444,positive
3445,negative
3446,positive
3447,negative
3448,positive
3449,negative
3450,positive
3451,negative
3452,positive
3453,negative
3454,positive
3455,negative
3456,positive
3457,negative
3458,positive
3459,negative
3460,positive
3461,negative
3462,positive
3463,negative
3464,positive
3465,negative
3466,positive
3467,negative
3468,positive
3469,negative
3470,positive
3471,negative
3472,positive
3473,negative
3474,positive
3475,negative
3476,positive
3477,negative
3478,positive
3479,negative
3480,positive
3481,negative
3482,positive
3483,negative
3484,positive
3485,negative
3486,positive
3487,negative
3488,positive
3489,negative
3490,positive
3491,negative
3492,positive
3493,negative
3494,positive
3495,negative
3496,positive
3497,negative
3498,positive
3499,negative
3500,positive
3501,negative
3502,positive
3503,negative
3504,positive
3505,negative
3506,positive
3507,negative
3508,positive
3509,negative
3510,positive
3511,negative
3512,positive
3513,negative
3514,positive
3515,negative
3516,positive
3517,negative
3518,positive
3519,negative
3520,positive
3521,negative
3522,positive
3523,negative
3524,positive
3525,negative
3526,positive
3527,negative
3528,positive
3529,negative
3530,positive
3531,negative
3532,positive
3533,negative
3534,positive
3535,negative
3536,positive
3537,negative
3538,positive
3539,negative
3540,positive
3541,negative
3542,positive
3543,negative
3544,positive
3545,negative
3546,positive
3547,negative
3548,positive
3549,negative
3550,positive
3551,negative
3552,positive
3553,negative
3554,positive
3555,negative
3556,positive
3557,negative
3558,positive
3559,negative
3560,positive
3561,negative
3562,positive
3563,negative
3564,positive
3565,negative
3566,positive
3567,negative
3568,positive
3569,negative
3570,positive
3571,negative
3572,positive
3573,negative
3574,positive
3575,negative
3576,positive
3577,negative
3578,positive
3579,negative
3580,positive
3581,negative
3582,positive
3583,negative
3584,positive
3585,negative
3586,positive
3587,negative
3588,positive
3589,negative
3590,positive
3591,negative
3592,positive
3593,negative
3594,positive
3595,negative
3596,positive
3597,negative
3598,positive
3599,negative
3600,positive
3601,negative
3602,positive
3603,negative
3604,positive
3605,negative
3606,positive
3607,negative
3608,positive
3609,negative
3610,positive
3611,negative
3612,positive
3613,negative
3614,positive
3615,negative
3616,positive
3617,negative
3618,positive
3619,negative
3620,positive
3621,negative
3622,positive
3623,negative
3624,positive
3625,negative
3626,positive
3627,negative
3628,positive
3629,negative
3630,positive
3631,negative
3632,positive
3633,negative
3634,positive
3635,negative
3636,positive
3637,negative
3638,positive
3639,negative
3640,positive
3641,negative
3642,positive
3643,negative
3644,positive
3645,negative
3646,positive
3647,negative
3648,positive
3649,negative
3650,positive
3651,negative
3652,positive
3653,negative
3654,positive
3655,negative
3656,positive
3657,negative
3658,positive
3659,negative
3660,positive
3661,negative
3662,positive
3663,negative
3664,positive
3665,negative
3666,positive
3667,negative
3668,positive
3669,negative
3670,positive
3671,negative
3672,positive
3673,negative
3674,positive
3675,negative
3676,positive
3677,negative
3678,positive
3679,negative
3680,positive
3681,negative
3682,positive
3683,negative
3684,positive
3685,negative
3686,positive
3687,negative
3688,positive
3689,negative
3690,positive
3691,negative
3692,positive
3693,negative
3694,positive
3695,negative
3696,positive
3697,negative
3698,positive
3699,negative
3700,positive
3701,negative
3702,positive
3703,negative
3704,positive
3705,negative
3706,positive
3707,negative
3708,positive
3709,negative
3710,positive
3711,negative
3712,positive
3713,negative
3714,positive
3715,negative
3716,positive
3717,negative
3718,positive
3719,negative
3720,positive
3721,negative
3722,positive
3723,negative
3724,positive
3725,negative
3726,positive
3727,negative
3728,positive
3729,negative
3730,positive
3731,negative
3732,positive
3733,negative
3734,positive
3735,negative
3736,positive
3737,negative
3738,positive
3739,negative
3740,positive
3741,negative
3742,positive
3743,negative
3744,positive
3745,negative
3746,positive
3747,negative
3748,positive
3749,negative
3750,positive
3751,negative
3752,positive
3753,negative
3754,positive
3755,negative
3756,positive
3757,negative
3758,positive
3759,negative
3760,positive
3761,negative
3762,positive
3763,negative
3764,positive
3765,negative
3766,positive
3767,negative
3768,positive
3769,negative
3770,positive
3771,negative
3772,positive
3773,negative
3774,positive
3775,negative
3776,positive
3777,negative
3778,positive
3779,negative
3780,positive
3781,negative
3782,positive
3783,negative
3784,positive
3785,negative
3786,positive
3787,negative
3788,positive
3789,negative
3790,positive
3791,negative
3792,positive
3793,negative
3794,positive
3795,negative
3796,positive
3797,negative
3798,positive
3799,negative
3800,positive
3801,negative
3802,positive
3803,negative
3804,positive
3805,negative
3806,positive
3807,negative
3808,positive
3809,negative
3810,positive
3811,negative
3812,positive
3813,negative
3814,positive
3815,negative
3816,positive
3817,negative
3818,positive
3819,negative
3820,positive
3821,negative
3822,positive
3823,negative
3824,positive
3825,negative
3826,positive
3827,negative
3828,positive
3829,negative
3830,positive
3831,negative
3832,positive
3833,negative
3834,positive
3835,negative
3836,positive
3837,negative
3838,positive
3839,negative
3840,positive
3841,negative
3842,positive
3843,negative
3844,positive
3845,negative
3846,positive
3847,negative
3848,positive
3849,negative
3850,positive
3851,negative
3852,positive
3853,negative
3854,positive
3855,negative
3856,positive
3857,negative
3858,positive
3859,negative
3860,positive
3861,negative
3862,positive
3863,negative
3864,positive
3865,negative
3866,positive
3867,negative
3868,positive
3869,negative
3870,positive
3871,negative
3872,positive
3873,negative
3874,positive
3875,negative
3876,positive
3877,negative
3878,positive
3879,negative
3880,positive
3881,negative
3882,positive
3883,negative
3884,positive
3885,negative
3886,positive
3887,negative
3888,positive
3889,negative
3890,positive
3891,negative
3892,positive
3893,negative
3894,positive
3895,negative
3896,positive
3897,negative
3898,positive
3899,negative
3900,positive
3901,negative
3902,positive
3903,negative
3904,positive
3905,negative
3906,positive
3907,negative
3908,positive
3909,negative
3910,positive
3911,negative
3912,positive
3913,negative
3914,positive
3915,negative
3916,positive
3917,negative
3918,positive
3919,negative
3920,positive
3921,negative
3922,positive
3923,negative
3924,positive
3925,negative
3926,positive
3927,negative
3928,positive
3929,negative
3930,positive
3931,negative
3932,positive
3933,negative
3934,positive
3935,negative
3936,positive
3937,negative
3938,positive
3939,negative
3940,positive
3941,negative
3942,positive
3943,negative
3944,positive
3945,negative
3946,positive
3947,negative
3948,positive
3949,negative
3950,positive
3951,negative
3952,positive
3953,negative
3954,positive
3955,negative
3956,positive
3957,negative
3958,positive
3959,negative
3960,positive
3961,negative
3962,positive
3963,negative
3964,positive
3965,negative
3966,positive
3967,negative
3968,positive
3969,negative
3970,positive
3971,negative
3972,positive
3973,negative
3974,positive
3975,negative
3976,positive
3977,negative
3978,positive
3979,negative
3980,positive
3981,negative
3982,positive
3983,negative
3984,positive
3985,negative
3986,positive
3987,negative
3988,positive
3989,negative
3990,positive
3991,negative
3992,positive
3993,negative
3994,positive
3995,negative
3996,positive
3997,negative
3998,positive
3999,negative
4000,positive
4001,negative
4002,positive
4003,negative
4004,positive
4005,negative
4006,positive
4007,negative
4008,positive
4009,negative
4010,positive
4011,negative
4012,positive
4013,negative
4014,positive
4015,negative
4016,positive
4017,negative
4018,positive
4019,negative
4020,positive
4021,negative
4022,positive
4023,negative
4024,positive
4025,negative
4026,positive
4027,negative
4028,positive
4029,negative
4030,positive
4031,negative
4032,positive
4033,negative
4034,positive
4035,negative
4036,positive
4037,negative
4038,positive
4039,negative
4040,positive
4041,negative
4042,positive
4043,negative
4044,positive
4045,negative
4046,positive
4047,negative
4048,positive
4049,negative
4050,positive
4051,negative
4052,positive
4053,negative
4054,positive
4055,negative
4056,positive
4057,negative
4058,positive
4059,negative
4060,positive
4061,negative
4062,positive
4063,negative
4064,positive
4065,negative
4066,positive
4067,negative
4068,positive
4069,negative
4070,positive
4071,negative
4072,positive
4073,negative
4074,positive
4075,negative
4076,positive
4077,negative
4078,positive
4079,negative
4080,positive
4081,negative
4082,positive
4083,negative
4084,positive
4085,negative
4086,positive
4087,negative
4088,positive
4089,negative
4090,positive
4091,negative
4092,positive
4093,negative
4094,positive
4095,negative
4096,positive
4097,negative
4098,positive
4099,negative
4100,positive
4101,negative
4102,positive
4103,negative
4104,positive
4105,negative
4106,positive
4107,negative
4108,positive
4109,negative
4110,positive
4111,negative
4112,positive
4113,negative
4114,positive
4115,negative
4116,positive
4117,negative
4118,positive
4119,negative
4120,positive
4121,negative
4122,positive
4123,negative
4124,positive
4125,negative
4126,positive
4127,negative
4128,positive
4129,negative
4130,positive
4131,negative
4132,positive
4133,negative
4134,positive
4135,negative
4136,positive
4137,negative
4138,positive
4139,negative
4140,positive
4141,negative
4142,positive
4143,negative
4144,positive
4145,negative
4146,positive
4147,negative
4148,positive
4149,negative
4150,positive
4151,negative
4152,positive
4153,negative
4154,positive
4155,negative
4156,positive
4157,negative
4158,positive
4159,negative
4160,positive
4161,negative
4162,positive
4163,negative
4164,positive
4165,negative
4166,positive
4167,negative
4168,positive
4169,negative
4170,positive
4171,negative
4172,positive
4173,negative
4174,positive
4175,negative
4176,positive
4177,negative
4178,positive
4179,negative
4180,positive
4181,negative
4182,positive
4183,negative
4184,positive
4185,negative
4186,positive
4187,negative
4188,positive
4189,negative
4190,positive
4191,negative
4192,positive
4193,negative
4194,positive
4195,negative
4196,positive
4197,negative
4198,positive
4199,negative
4200,positive
4201,negative
4202,positive
4203,negative
4204,positive
4205,negative
4206,positive
4207,negative
4208,positive
4209,negative
4210,positive
4211,negative
4212,positive
4213,negative
4214,positive
4215,negative
4216,positive
4217,negative
4218,positive
4219,negative
4220,positive
4221,negative
4222,positive
4223,negative
4224,positive
4225,negative
4226,positive
4227,negative
4228,positive
4229,negative
4230,positive
4231,negative
4232,positive
4233,negative
4234,positive
4235,negative
4236,positive
4237,negative
4238,positive
4239,negative
4240,positive
4241,negative
4242,positive
4243,negative
4244,positive
4245,negative
4246,positive
4247,negative
4248,positive
4249,negative
4250,positive
4251,negative
4252,positive
4253,negative
4254,positive
4255,negative
4256,positive
4257,negative
4258,positive
4259,negative
4260,positive
4261,negative
4262,positive
4263,negative
4264,positive
4265,negative
4266,positive
4267,negative
4268,positive
4269,negative
4270,positive
4271,negative
4272,positive
4273,negative
4274,positive
4275,negative
4276,positive
4277,negative
4278,positive
4279,negative
4280,positive
4281,negative
4282,positive
4283,negative
4284,positive
4285,negative
4286,positive
4287,negative
4288,positive
4289,negative
4290,positive
4291,negative
4292,positive
4293,negative
4294,positive
4295,negative
4296,positive
4297,negative
4298,positive
4299,negative
4300,positive
4301,negative
4302,positive
4303,negative
4304,positive
4305,negative
4306,positive
4307,negative
4308,positive
4309,negative
4310,positive
4311,negative
4312,positive
4313,negative
4314,positive
4315,negative
4316,positive
4317,negative
4318,positive
4319,negative
4320,positive
4321,negative
4322,positive
4323,negative
4324,positive
4325,negative
4326,positive
4327,negative
4328,positive
4329,negative
4330,positive
4331,negative
4332,positive
4333,negative
4334,positive
4335,negative
4336,positive
4337,negative
4338,positive
4339,negative
4340,positive
4341,negative
4342,positive
4343,negative
4344,positive
4345,negative
4346,positive
4347,negative
4348,positive
4349,negative
4350,positive
4351,negative
4352,positive
4353,negative
4354,positive
4355,negative
4356,positive
4357,negative
4358,positive
4359,negative
4360,positive
4361,negative
4362,positive
4363,negative
4364,positive
4365,negative
4366,positive
4367,negative
4368,positive
4369,negative
4370,positive
4371,negative
4372,positive
4373,negative
4374,positive
4375,negative
4376,positive
4377,negative
4378,positive
4379,negative
4380,positive
4381,negative
4382,positive
4383,negative
4384,positive
4385,negative
4386,positive
4387,negative
4388,positive
4389,negative
4390,positive
4391,negative
4392,positive
4393,negative
4394,positive
4395,negative
4396,positive
4397,negative
4398,positive
4399,negative
4400,positive
4401,negative
4402,positive
4403,negative
4404,positive
4405,negative
4406,positive
4407,negative
4408,positive
4409,negative
4410,positive
4411,negative
4412,positive
4413,negative
4414,positive
4415,negative
4416,positive
4417,negative
4418,positive
4419,negative
4420,positive
4421,negative
4422,positive
4423,negative
4424,positive
4425,negative
4426,positive
4427,negative
4428,positive
4429,negative
4430,positive
4431,negative
4432,positive
4433,negative
4434,positive
4435,negative
4436,positive
4437,negative
4438,positive
4439,negative
4440,positive
4441,negative
4442,positive
4443,negative
4444,positive
4445,negative
4446,positive
4447,negative
4448,positive
4449,negative
4450,positive
4451,negative
4452,positive
4453,negative
4454,positive
4455,negative
4456,positive
4457,negative
4458,positive
4459,negative
4460,positive
4461,negative
4462,positive
4463,negative
4464,positive
4465,negative
4466,positive
4467,negative
4468,positive
4469,negative
4470,positive
4471,negative
4472,positive
4473,negative
4474,positive
4475,negative
4476,positive
4477,negative
4478,positive
4479,negative
4480,positive
4481,negative
4482,positive
4483,negative
4484,positive
4485,negative
4486,positive
4487,negative
4488,positive
4489,negative
4490,positive
4491,negative
4492,positive
4493,negative
4494,positive
4495,negative
4496,positive
4497,negative
4498,positive
4499,negative
4500,positive
4501,negative
4502,positive
4503,negative
4504,positive
4505,negative
4506,positive
4507,negative
4508,positive
4509,negative
4510,positive
4511,negative
4512,positive
4513,negative
4514,positive
4515,negative
4516,positive
4517,negative
4518,positive
4519,negative
4520,positive
4521,negative
4522,positive
4523,negative
4524,positive
4525,negative
4526,positive
4527,negative
4528,positive
4529,negative
4530,positive
4531,negative
4532,positive
4533,negative
4534,positive
4535,negative
4536,positive
4537,negative
4538,positive
4539,negative
4540,positive
4541,negative
4542,positive
4543,negative
4544,positive
4545,negative
4546,positive
4547,negative
4548,positive
4549,negative
4550,positive
4551,negative
4552,positive
4553,negative
4554,positive
4555,negative
4556,positive
4557,negative
4558,positive
4559,negative
4560,positive
4561,negative
4562,positive
4563,negative
4564,positive
4565,negative
4566,positive
4567,negative
4568,positive
4569,negative
4570,positive
4571,negative
4572,positive
4573,negative
4574,positive
4575,negative
4576,positive
4577,negative
4578,positive
4579,negative
4580,positive
4581,negative
4582,positive
4583,negative
4584,positive
4585,negative
4586,positive
4587,negative
4588,positive
4589,negative
4590,positive
4591,negative
4592,positive
4593,negative
4594,positive
4595,negative
4596,positive
4597,negative
4598,positive
4599,negative
4600,positive
4601,negative
4602,positive
4603,negative
4604,positive
4605,negative
4606,positive
4607,negative
4608,positive
4609,negative
4610,positive
4611,negative
4612,positive
4613,negative
4614,positive
4615,negative
4616,positive
4617,negative
4618,positive
4619,negative
4620,positive
4621,negative
4622,positive
4623,negative
4624,positive
4625,negative
4626,positive
4627,negative
4628,positive
4629,negative
4630,positive
4631,negative
4632,positive
4633,negative
4634,positive
4635,negative
4636,positive
4637,negative
4638,positive
4639,negative
4640,positive
4641,negative
4642,positive
4643,negative
4644,positive
4645,negative
4646,positive
4647,negative
4648,positive
4649,negative
4650,positive
4651,negative
4652,positive
4653,negative
4654,positive
4655,negative
4656,positive
4657,negative
4658,positive
4659,negative
4660,positive
4661,negative
4662,positive
4663,negative
4664,positive
4665,negative
4666,positive
4667,negative
4668,positive
4669,negative
4670,positive
4671,negative
4672,positive
4673,negative
4674,positive
4675,negative
4676,positive
4677,negative
4678,positive
4679,negative
4680,positive
4681,negative
4682,positive
4683,negative
4684,positive
4685,negative
4686,positive
4687,negative
4688,positive
4689,negative
4690,positive
4691,negative
4692,positive
4693,negative
4694,positive
4695,negative
4696,positive
4697,negative
4698,positive
4699,negative
4700,positive
4701,negative
4702,positive
4703,negative
4704,positive
4705,negative
4706,positive
4707,negative
4708,positive
4709,negative
4710,positive
4711,negative
4712,positive
4713,negative
4714,positive
4715,negative
4716,positive
4717,negative
4718,positive
4719,negative
4720,positive
4721,negative
4722,positive
4723,negative
4724,positive
4725,negative
4726,positive
4727,negative
4728,positive
4729,negative
4730,positive
4731,negative
4732,positive
4733,negative
4734,positive
4735,negative
4736,positive
4737,negative
4738,positive
4739,negative
4740,positive
4741,negative
4742,positive
4743,negative
4744,positive
4745,negative
4746,positive
4747,negative
4748,positive
4749,negative
4750,positive
4751,negative
4752,positive
4753,negative
4754,positive
4755,negative
4756,positive
4757,negative
4758,positive
4759,negative
4760,positive
4761,negative
4762,positive
4763,negative
4764,positive
4765,negative
4766,positive
4767,negative
4768,positive
4769,negative
4770,positive
4771,negative
4772,positive
4773,negative
4774,positive
4775,negative
4776,positive
4777,negative
4778,positive
4779,negative
4780,positive
4781,negative
4782,positive
4783,negative
4784,positive
4785,negative
4786,positive
4787,negative
4788,positive
4789,negative
4790,positive
4791,negative
4792,positive
4793,negative
4794,positive
4795,negative
4796,positive
4797,negative
4798,positive
4799,negative
4800,positive
4801,negative
4802,positive
4803,negative
4804,positive
4805,negative
4806,positive
4807,negative
4808,positive
4809,negative
4810,positive
4811,negative
4812,positive
4813,negative
4814,positive
4815,negative
4816,positive
4817,negative
4818,positive
4819,negative
4820,positive
4821,negative
4822,positive
4823,negative
4824,positive
4825,negative
4826,positive
4827,negative
4828,positive
4829,negative
4830,positive
